categories,name,reviews.rating,reviews.text,reviews.title,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,Tag_6,Wine & Spirits,Cocktail Mixers,Wine,Spirits,Meal Solutions,Drinks,Juice & Cider,Cocktail Mixes
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I have been a fan of Carmex for years. Its thick and last long, especially in the winter months!!",long lasting,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I use carmex religously it is the only lip balm that helps with my dry lips and the price is great also,So cool and moisturizing carmex lip balm,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Great stuff but it is addictive. If you don't believe me use it for awhile and then try to quit.,ADDICTIVE,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I HAVE USED THIS PRODUCT FOR MANY YEARS AND WOULD NEVER SWITCH TO ANYTHINGS ELSE. IT IS THE BEST EVER!!!,BEST EVER,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,From my first try I'm hooked. No other brand does what carmex does for my lips. Love this product !,Love my carmex,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I buy this all year long!!! It's such a awesome product!! It smells good and makes your lips so soft!!,AWESOME product!!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I've been using Carmex for many many years. My Dad keeps borrowing mine and I constantly need to buy more.,Works every time,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I love this so much that I buy them 5 at a time! Been using this for years and will keep using it forever.,Used this for years!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I bought this product just a couple weeks ago and love it! The no mess jar is awesome to carry!,Awesome!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have used this product since the 70s. In fact I can't remember ever being without it. I love Carmex!,Always healing,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I love using carmex in the summer winter It keeps my lips from chapping from the sun wind cold,Love Carmex!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I can't start my car without coating my lips. I love the tub, it works well in both hot and cold weather.",stays in my car,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I buy this all the time..it's a must have for my purse. Absolutely love this stuff. My lips feel amazing,Amazing!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I buy at least 5 of these things every 6 months. I use it everyday along with all my family members also!,Love It!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have been using this product for over 25 years. I love the fact it is not waxy. It cures chapped lips.,Cures those chapped lips,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I developed a cold sore and used Carmex on it! What a relief! It was gone in half the time or more!!!,Great for a cold sore!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,the only thing that will help my lips stay smooth and is AMAZING at getting rid of cold sores!!!! unbelievable!!,Best ever,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have been using the Carmex Lip Balm Jar for years! It's the only lip products we use! I got it from my mama! :-),Small and powerful! :-),Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I have used this product for years! When your lips are chapped, red and painful, this is the go to product for me!",Best on the market,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Thank you Carmex for finally making a lip balm that ACTUALLY heals my lips and that I don't have to apply every 5 seconds,blessed,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,"I really like this product, but don't like the messiness of using fingers to get it out. Prefer the stick version.","Works great, but don't like dipping fingers in it!",Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,I love this product and my whole family uses it. My kids use it especially in the Winter for dry and cracked lips.,My Carmex,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,I got this for my dry lips and I have use it for a week and is great! Your lips will feel so good really fast.,soothes your lips,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,It's the familiar classic standard - and it's effective. But I'm glad there are more variations available too!,Old reliable,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I use this in the winter time and I get almost instant results from chapping and dry to smooth in no time at all.,The Best Lip Product on the Market,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Carmex is my go to lip saver! I use it every night to keep my lips from drying out while I sleep. It is the best!,Love it!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,The product last for months and you don't have to keep reapplying. The Medication keeps you lips soft.,Overall lasting,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have been buying this for years and never leave home with out it always have one in my purse it a Go To Product,Great Product,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"Healed lips within a week, great product. Carmex is the best product for lips, better than blistex in my opinion.",Healing,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I love carmex lip balm . I use it without using my lipstick or lipgloss keeps my lips protected from dryness.,Totally awesome,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I have used this for years. It's soothing, gentle and an all around awesome balm for all that ails your lips.",Miracle balm!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I always keep a couple of these in my bathroom, they work better for dry lips than anything else I've ever used.",Good stuff.,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"Used when younger all the time, I love the classic jar and how well it soothes, along with the soothing scent.",Classic and it works,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I have been using this classic since high school, I never get chapped lips and my lips are always kissable soft.",Forever Forever,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,The Carmex lip balm in a jar works so well. I just throw it in my purse and get on with my life wherever I go.,I love Carmex,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I've been using this for quite a while. I use the jar at night and keep a tube in my purse. I love the products.,Works great,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have been using Carmex in a jar for many years. There is nothing better for keeping your lips moist and chap free.,The best lip balm there is!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I like this real Hard!!! It is the best lip jelly I ever put on my kisser!!It makes my lips happy and I smile!!!,Great Stuff!!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Carmex is my go to for my lips every night before I go to bed. It keeps my lips soft and beautiful all day long!,Can't live without it!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,"No matter how many products I try, I always come back to Carmex Original for lasting moisture and protection.",Original Is Still My Favorite!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,The Carmex tin is portable. I don't have to worry about it melting. It coats my lips and protects in all season.,Great portability,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have purchase this product for more than fifteen years. I love the way it makes my lips soft and smooth!,Best Product,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,An old product that still works and always the favorite to fall back on because you know it will get the job done!!,Old but true,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I use it everyday just before applying lipstick, i really have dry cracked lips and my carmix is really a day saver",Smooth and refreshing,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have used this product since I was in my teens. It is been my favorite product and I will continue to use it.,Always been a great product!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,"Carmex just seems to last longer than others. The jar is kind of a pill to use, ie use your fingers but it works.",old fav,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Great for my lips been using it since I was 18/and I am 50 now . excellence for sunchapped lips.,Excellent product,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I love having this container of lip balm on hand at all times. Its great not only in the winter but summer too.,Last forever,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,This product has worked the best to relieve my very dry lips and lasts longer than any other product I've used.,"Soothing,cool relief cts immediately",Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,"My husband and I use this product a lot, especially when we start getting chapped lips and it works every time.",Great product,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have used this product for over 50 years and I still use it several times each day. I couldn't go without it.,carmex,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I've been buying the jar and tube for years but something about that lil jar's my favorite!!! Kinda old fashioned.,Better than Chapstick!!!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have been using this product since high school. It soothes and heals better than anything else I have tried!,An Old Standby!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I buy this version all the time because I prefer to use it. I can control where and how much goes on my lips.,The fact that i control where it goes.,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,I love the way this products makes my lips feel. I just don't like how messy it can get especially in the summer.,Smooth lips,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I have been using this product for years, keep in the bathroom cabinet and my purse. Works great on cold sores and chapped lips!",The original best,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I find that Carmex is the only product that works to make my lips feel healthier. The others just seem to coat them temporarily.,The only product for my lips,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I have used this product and I love it, it does what it says soothes, heels and protects it's a very reliable product, thank you",AWESOME PRODUCT,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I used to have cracked lips. Carmax was the only lip balm to help me stop biting my lips. It medicated my lips perfectly.,I love me some Carmax!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I bought this product to protect my lips from the hot desert sun and it works great!! I love, love, love my little yellow jar!!",Great features!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I use my lip balm jar every night before bed. It feels so soothing, my lips are soft and smooth, no more dryness. Great product",great soothing,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,i keep this on hand i probably have about 25 of them i use it as soon as i feel im getting a cold sore it works fast for me,wonderful,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Our family only buys Carmex after discovering this product at a ski hill years ago. Santa puts them in everyone's stocking!,Best Ever!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have used the Carmex Original Lip Balm Jar for years. I keep it in my nightstand and use it every night before I go to bed.,I have used this for years,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"Carmex Lip Balm Jar is a must have for me. Can't sleep without it! I always keep a jar in my purse, car, and bedside! Love it!",Can't exist without Carmex!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I love the jar because you can get just the right amount of Carmex out. You can feel it working the minute it hits your lips!,It's the best!,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I have suffered with cold sores, fever blisters and severe chapped lips until I found Carmex it is a gift from the heavens",excellence,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
"Food,Beverages,Beer, Wine & Spirits,Beer,Wholesale Lots,Skin Care,#309 in,Makeup,Beauty,#39 in,#2,822 in,Lips,Lip Care","Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,my cousins got me liking this product since we were kids i love it and it keeps your lips from getting chapped in the winter,love it,Food,Beverages,Beer,Wine & Spirits,Beer,Wholesale Lots,1,0,1,1,0,0,0,0
